Packet ID,TIME,Size,eth.src,eth.dst,IP.src,IP.dst,IP.proto,port.src,port.dst
214817,1645404111,87,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.108.40.15,149.171.0.34,6,443,44917
214826,1645404111,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.108.40.15,6,44917,443
215910,1645404111,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,188.172.208.135,149.171.0.34,6,80,18175
215913,1645404111,145,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,188.172.208.135,149.171.0.34,6,80,18175
215923,1645404111,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,188.172.208.135,6,18175,80
218662,1645404112,83,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,157.240.8.10,6,42568,443
218663,1645404112,83,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,157.240.8.10,6,42473,443
218664,1645404112,83,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,157.240.8.10,6,50984,443
218666,1645404112,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,157.240.8.10,149.171.0.34,6,443,42568
218667,1645404112,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,157.240.8.10,149.171.0.34,6,443,42473
218668,1645404112,86,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,157.240.8.18,6,40324,443
218669,1645404112,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,157.240.8.10,149.171.0.34,6,443,50984
218675,1645404112,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,157.240.8.18,149.171.0.34,6,443,40324
219076,1645404112,1514,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.98.14.146,6,44017,443
219085,1645404112,1514,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.98.14.146,6,44017,443
219086,1645404112,1237,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.98.14.146,6,44017,443
219099,1645404112,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.98.14.146,149.171.0.34,6,443,44017
219251,1645404112,87,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.108.40.15,149.171.0.34,6,443,38483
219253,1645404112,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.108.40.15,6,38483,443
219519,1645404112,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.98.14.146,149.171.0.34,6,443,44017
220384,1645404112,79,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,157.240.8.10,149.171.0.34,6,443,50984
220385,1645404112,79,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,157.240.8.10,149.171.0.34,6,443,42473
220394,1645404112,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,157.240.8.10,6,50984,443
220395,1645404112,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,157.240.8.10,6,42473,443
220442,1645404112,79,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,157.240.8.10,149.171.0.34,6,443,42568
220447,1645404112,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,157.240.8.10,6,42568,443
220744,1645404112,82,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,157.240.8.18,149.171.0.34,6,443,40324
220749,1645404112,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,157.240.8.18,6,40324,443
221138,1645404112,87,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.108.40.15,149.171.0.34,6,443,37931
221148,1645404112,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.108.40.15,6,37931,443
221311,1645404112,74,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
221333,1645404112,66,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
221334,1645404112,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
221436,1645404112,571,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
221469,1645404112,3590,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.98.14.146,149.171.0.34,6,443,44017
221472,1645404112,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.98.14.146,6,44017,443
221475,1645404112,5996,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
221596,1645404112,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
221599,1645404112,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
222195,1645404112,212,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
222215,1645404112,105,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
222217,1645404112,123,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
222224,1645404112,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
222275,1645404112,231,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
222279,1645404112,471,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
222287,1645404112,92,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
222288,1645404112,92,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
222308,1645404112,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
222310,1645404112,96,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
222319,1645404112,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
222585,1645404112,74,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,48631,443
222620,1645404112,66,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,48631
222626,1645404112,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,48631,443
222791,1645404112,571,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,48631,443
222831,1645404112,6002,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,48631
222854,1645404112,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,48631,443
223013,1645404112,212,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,48631,443
223048,1645404112,105,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,48631
223155,1645404112,646,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,48631,443
223172,1645404112,1512,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,48631
223257,1645404112,1494,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223258,1645404112,293,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223260,1645404112,2974,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223267,1645404112,1514,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223270,1645404112,2974,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223273,1645404112,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223275,1645404112,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223280,1645404112,1494,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223281,1645404112,2934,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223283,1645404112,87,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.108.40.15,149.171.0.34,6,443,51257
223284,1645404112,1574,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223285,1645404112,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223288,1645404112,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223293,1645404112,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.108.40.15,6,51257,443
223298,1645404112,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223300,1645404112,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223302,1645404112,2934,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223303,1645404112,1554,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223304,1645404112,2934,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223305,1645404112,4474,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223307,1645404112,2974,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223314,1645404112,2934,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223317,1645404112,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223318,1645404112,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223319,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223320,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223323,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223324,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223325,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223326,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223327,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223328,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223329,1645404112,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223330,1645404112,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223331,1645404112,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223333,1645404112,7254,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223336,1645404112,194,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223337,1645404112,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223338,1645404112,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223340,1645404112,1494,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223341,1645404112,1534,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223346,1645404112,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223347,1645404112,1514,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223348,1645404112,2974,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223349,1645404112,1494,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223350,1645404112,2934,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223353,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223354,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223355,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223356,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223357,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223358,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223359,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223360,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223364,1645404112,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223365,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223366,1645404112,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223370,1645404112,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223372,1645404112,7254,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223375,1645404112,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223378,1645404112,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223380,1645404112,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223381,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223382,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223383,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223384,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223385,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223386,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223387,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223388,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223389,1645404112,5814,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223390,1645404112,1494,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223392,1645404112,7254,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223394,1645404112,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223395,1645404112,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223396,1645404112,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223398,1645404112,3558,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223402,1645404112,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223403,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223404,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223405,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223406,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223407,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223408,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223409,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223410,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223411,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223412,1645404112,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223421,1645404112,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223423,1645404112,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223430,1645404112,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223432,1645404112,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223433,1645404112,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223434,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223435,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223436,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223437,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223438,1645404112,109,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223439,1645404112,96,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
223440,1645404112,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223442,1645404112,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
223557,1645404112,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,48631,443
223698,1645404112,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
224578,1645404112,93,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,142.250.204.10,6,42924,443
224580,1645404112,78,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,37.252.244.141,6,39059,443
224581,1645404112,93,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,142.250.204.10,149.171.0.34,6,443,42924
224583,1645404112,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,142.250.204.10,149.171.0.34,6,443,42924
224871,1645404112,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,142.250.204.10,6,42924,443
225120,1645404112,107,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,74.125.200.189,149.171.0.34,6,443,38905
225126,1645404112,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,74.125.200.189,6,38905,443
225206,1645404112,1013,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.109.112.14,149.171.0.34,6,443,5183
225209,1645404112,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.109.112.14,6,5183,443
226555,1645404113,78,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,37.252.244.141,149.171.0.34,6,443,39059
226565,1645404113,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,37.252.244.141,6,39059,443
228192,1645404113,112,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,13.76.153.29,6,50418,443
228455,1645404113,1143,58:0a:20:8b:1c:40,ac:4b:c8:8f:19:f0,149.171.0.34,18.67.93.14,6,17975,443
228459,1645404113,60,3c:61:04:d2:28:2a,b8:38:61:70:8c:c0,18.67.93.14,149.171.0.34,6,443,17975
228460,1645404113,93,3c:61:04:d2:28:2a,b8:38:61:70:8c:c0,18.67.93.14,149.171.0.34,6,443,17975
228462,1645404113,1103,58:0a:20:8b:1c:40,ac:4b:c8:8f:19:f0,149.171.0.34,18.67.93.14,6,17975,443
228465,1645404113,60,58:0a:20:8b:1c:40,ac:4b:c8:8f:19:f0,149.171.0.34,18.67.93.14,6,17975,443
228466,1645404113,60,3c:61:04:d2:28:2a,b8:38:61:70:8c:c0,18.67.93.14,149.171.0.34,6,443,17975
228634,1645404113,1101,58:0a:20:8b:1c:40,ac:4b:c8:8f:19:f0,149.171.0.34,18.67.93.14,6,17975,443
228644,1645404113,60,3c:61:04:d2:28:2a,b8:38:61:70:8c:c0,18.67.93.14,149.171.0.34,6,443,17975
228715,1645404113,86,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,157.240.8.18,6,61151,443
228716,1645404113,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,157.240.8.18,149.171.0.34,6,443,61151
228746,1645404113,1039,58:0a:20:8b:1c:40,ac:4b:c8:8f:19:f0,149.171.0.34,18.67.93.14,6,17975,443
228750,1645404113,60,3c:61:04:d2:28:2a,b8:38:61:70:8c:c0,18.67.93.14,149.171.0.34,6,443,17975
228756,1645404113,1040,58:0a:20:8b:1c:40,ac:4b:c8:8f:19:f0,149.171.0.34,18.67.93.14,6,17975,443
228761,1645404113,60,3c:61:04:d2:28:2a,b8:38:61:70:8c:c0,18.67.93.14,149.171.0.34,6,443,17975
228920,1645404113,100,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.114.14.130,6,41093,443
229034,1645404113,101,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,13.76.153.29,149.171.0.34,6,443,50418
229035,1645404113,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,13.76.153.29,6,50418,443
229079,1645404113,86,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,157.240.8.18,6,50544,443
229085,1645404113,86,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,157.240.8.18,6,23281,443
229086,1645404113,83,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,157.240.8.10,6,21228,443
229087,1645404113,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,157.240.8.18,149.171.0.34,6,443,50544
229094,1645404113,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,157.240.8.18,149.171.0.34,6,443,23281
229095,1645404113,60,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,157.240.8.10,149.171.0.34,6,443,21228
229613,1645404113,508,3c:61:04:d2:28:2a,b8:38:61:70:8c:c0,18.67.93.14,149.171.0.34,6,443,17975
229614,1645404113,85,3c:61:04:d2:28:2a,b8:38:61:70:8c:c0,18.67.93.14,149.171.0.34,6,443,17975
229657,1645404113,60,58:0a:20:8b:1c:40,ac:4b:c8:8f:19:f0,149.171.0.34,18.67.93.14,6,17975,443
229687,1645404113,507,3c:61:04:d2:28:2a,b8:38:61:70:8c:c0,18.67.93.14,149.171.0.34,6,443,17975
229688,1645404113,85,3c:61:04:d2:28:2a,b8:38:61:70:8c:c0,18.67.93.14,149.171.0.34,6,443,17975
229700,1645404113,60,58:0a:20:8b:1c:40,ac:4b:c8:8f:19:f0,149.171.0.34,18.67.93.14,6,17975,443
229713,1645404113,100,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,52.114.14.130,149.171.0.34,6,443,41093
229723,1645404113,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,52.114.14.130,6,41093,443
229838,1645404113,510,3c:61:04:d2:28:2a,b8:38:61:70:8c:c0,18.67.93.14,149.171.0.34,6,443,17975
229839,1645404113,85,3c:61:04:d2:28:2a,b8:38:61:70:8c:c0,18.67.93.14,149.171.0.34,6,443,17975
229844,1645404113,60,58:0a:20:8b:1c:40,ac:4b:c8:8f:19:f0,149.171.0.34,18.67.93.14,6,17975,443
229897,1645404113,508,3c:61:04:d2:28:2a,b8:38:61:70:8c:c0,18.67.93.14,149.171.0.34,6,443,17975
229898,1645404113,85,3c:61:04:d2:28:2a,b8:38:61:70:8c:c0,18.67.93.14,149.171.0.34,6,443,17975
229915,1645404113,508,3c:61:04:d2:28:2a,b8:38:61:70:8c:c0,18.67.93.14,149.171.0.34,6,443,17975
229916,1645404113,85,3c:61:04:d2:28:2a,b8:38:61:70:8c:c0,18.67.93.14,149.171.0.34,6,443,17975
229920,1645404113,60,58:0a:20:8b:1c:40,ac:4b:c8:8f:19:f0,149.171.0.34,18.67.93.14,6,17975,443
229938,1645404113,60,58:0a:20:8b:1c:40,ac:4b:c8:8f:19:f0,149.171.0.34,18.67.93.14,6,17975,443
229983,1645404113,78,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,213.227.167.133,6,33115,443
229987,1645404113,78,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,213.227.167.133,149.171.0.34,6,443,33115
229993,1645404113,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,213.227.167.133,6,33115,443
230422,1645404113,79,3c:61:04:50:2f:c9,b8:38:61:70:8c:c0,157.240.8.10,149.171.0.34,6,443,21228
230424,1645404113,60,b8:38:61:70:8c:c0,3c:61:04:50:2f:c9,149.171.0.34,157.240.8.10,6,21228,443
